Accession	IEDB Disease ID	Disease Name																								
DOID:0060888	2001	transient myeloproliferative syndrome																								
DOID:5621	2002	histiocytic and dendritic cell cancer																								
DOID:6004	2003	aleukemic leukemia																								
DOID:0070323	2004	childhood acute myeloid leukemia																								
DOID:13691	2005	dermoid cyst of skin																								
DOID:2433	2006	epidermal appendage tumor																								
DOID:2173	2007	eyelid benign neoplasm																								
DOID:11685	2008	inflamed seborrheic keratosis																								
DOID:2495	2009	senile angioma																								
DOID:2664	2010	sweat gland benign neoplasm																								
DOID:3895	2011	apocrine adenoma																								
DOID:173	2012	eccrine sweat gland neoplasm																								
DOID:3896	2013	hidradenoma																								
DOID:7049	2014	basaloid squamous cell skin carcinoma																								
DOID:6867	2015	mediastinal gray zone lymphoma																								
DOID:0050745	2016	diffuse large B-cell lymphoma																								
DOID:0050750	2017	splenic marginal zone lymphoma																								
DOID:0111147	2018	angioimmunoblastic T-cell lymphoma																								
DOID:12001	2019	tracheal lymphoma																								
DOID:7936	2020	refractory T lymphoblastic leukemia/lymphoma																								
DOID:5595	2021	papillary thymic adenocarcinoma																								
DOID:3280	2022	mixed type thymoma																								
DOID:4554	2023	type C thymoma																								
DOID:6286	2024	childhood cerebellar astrocytic neoplasm																								
DOID:5076	2025	mixed glioma																								
DOID:7817	2026	mixed astrocytoma-ependymoma-oligodendroglioma																								
DOID:0050901	2027	corpus callosum oligodendroglioma																								
DOID:4851	2028	pilocytic astrocytoma																								
DOID:4863	2029	spinal cord astrocytoma																								
DOID:4143	2030	orbital cancer																								
DOID:4384	2031	orbit alveolar rhabdomyosarcoma																								
DOID:6381	2032	anterior foramen magnum meningioma																								
DOID:6553	2033	posterior foramen magnum meningioma																								
DOID:7054	2034	multiple skull base meningioma																								
DOID:7818	2035	petroclival meningioma																								
DOID:0060102	2036	cartilage cancer																								
DOID:6451	2037	central nervous system fibrosarcoma																								
DOID:8418	2038	congenital fibrosarcoma																								
DOID:7731	2039	childhood malignant hemangiopericytoma																								
DOID:5373	2040	retroperitoneal hemangiopericytoma																								
DOID:3382	2041	liposarcoma																								
DOID:5692	2042	cellular myxoid liposarcoma																								
DOID:0080531	2043	dedifferentiated liposarcoma																								
DOID:4283	2044	anal margin basal cell carcinoma																								
DOID:4287	2045	external ear basal cell carcinoma																								
DOID:5376	2046	skin pilomatrix carcinoma																								
DOID:3149	2047	keratoacanthoma																								
DOID:8122	2048	pseudovascular skin squamous cell carcinoma																								
DOID:0070326	2049	spitzoid melanoma																								
DOID:2776	2050	adamantinoma																								
DOID:2775	2051	long bone adamantinoma																								
DOID:0080639	2052	bone sarcoma																								
DOID:0050608	2053	Askin's tumor																								
DOID:3368	2054	Ewing sarcoma of bone																								
DOID:4985	2055	extraosseous Ewings sarcoma-primitive neuroepithelial tumor																								
DOID:7902	2056	adult extraosseous chondrosarcoma																								
DOID:4546	2057	pediatric mesenchymal chondrosarcoma																								
DOID:5861	2058	myxoid chondrosarcoma																								
DOID:6495	2059	adult myxoid chondrosarcoma																								
DOID:3354	2060	fibrosarcoma of bone																								
DOID:3376	2061	bone osteosarcoma																								
DOID:3378	2062	conventional central osteosarcoma																								
DOID:3377	2063	small cell osteogenic sarcoma																								
DOID:3069	2064	astrocytoma																								
DOID:4856	2065	gliofibroma																								
DOID:3079	2066	juvenile astrocytoma																								
DOID:4845	2067	pilomyxoid astrocytoma																								
DOID:3098	2068	small cell sarcoma																								
DOID:5495	2069	monophasic synovial sarcoma																								
DOID:3246	2070	embryonal rhabdomyosarcoma																								
DOID:6848	2071	adult vagina botryoid rhabdomyosarcoma																								
DOID:3250	2072	pleomorphic rhabdomyosarcoma																								
DOID:5253	2073	conventional leiomyosarcoma																								
DOID:5263	2074	ovary leiomyosarcoma																								
DOID:0050924	2075	striated muscle rhabdoid tumor																								
DOID:2129	2076	atypical teratoid rhabdoid tumor																								
DOID:0060108	2077	brain glioma																								
DOID:3187	2078	brain oligodendroglioma																								
DOID:5696	2079	larynx liposarcoma																								
DOID:5702	2080	pleomorphic liposarcoma																								
DOID:6114	2081	cerebral convexity meningioma																								
DOID:5890	2082	malignant adult ependymoma																								
DOID:12016	2083	frontal lobe neoplasm																								
DOID:0050903	2084	parietal lobe ependymoma																								
DOID:6098	2085	thalamic neoplasm																								
DOID:7516	2086	childhood central nervous system mixed germ cell tumor																								
DOID:6128	2087	gliomatosis cerebri																								
DOID:6383	2088	childhood brain stem glioma																								
DOID:6500	2089	cerebellar angioblastoma																								
DOID:5059	2090	childhood cerebellar neoplasm																								
DOID:3873	2091	nodular medulloblastoma																								
DOID:6015	2092	adult central nervous system teratoma																								
DOID:6017	2093	central nervous system mature teratoma																								
DOID:6423	2094	childhood central nervous system mature teratoma																								
DOID:7841	2095	pediatric cerebral ependymoblastoma																								
DOID:366	2096	olfactory nerve neoplasm																								
DOID:369	2097	olfactory neuroblastoma																								
DOID:3565	2098	meningioma																								
DOID:4436	2099	anterior cranial fossa meningioma																								
DOID:7986	2100	cerebral falx meningioma																								
DOID:7689	2101	leptomeninges sarcoma																								
DOID:6090	2102	adult leptomeningeal melanoma																								
DOID:7614	2103	meninges sarcoma																								
DOID:5058	2104	rhabdoid meningioma																								
DOID:1138	2105	spinal meningioma																								
DOID:7634	2106	suprasellar meningioma																								
DOID:1140	2107	spinal canal and spinal cord meningioma																								
DOID:7824	2108	spinal multifocal clear cell meningioma																								
DOID:13538	2109	cornea squamous cell carcinoma																								
DOID:294	2110	lacrimal gland cancer																								
DOID:293	2111	lacrimal gland carcinoma																								
DOID:5529	2112	lacrimal gland squamous cell carcinoma																								
DOID:6037	2113	spindle cell intraocular melanoma																								
DOID:7747	2114	pediatric extraocular retinoblastoma																								
DOID:4647	2115	trilateral retinoblastoma																								
DOID:12759	2116	choroid cancer																								
DOID:4352	2117	ciliary body cancer																								
DOID:6994	2118	malignant iris melanoma																								
DOID:769	2119	neuroblastoma																								
DOID:4160	2120	differentiating neuroblastoma																								
DOID:3201	2121	sympathetic neurilemmoma																								
DOID:8369	2122	adult malignant schwannoma																								
DOID:6707	2123	malignant triton tumor																								
DOID:2669	2124	Pacinian tumor																								
DOID:3512	2125	neurofibrosarcoma																								
DOID:2076	2126	vulvar glandular tumor																								
DOID:2153	2127	ovarian Wilms' cancer																								
DOID:5350	2128	ovarian endodermal sinus tumor																								
DOID:6511	2129	glandular pattern ovarian yolk sac tumor																								
DOID:5936	2130	ovarian mixed germ cell neoplasm																								
DOID:7438	2131	ovarian clear cell cystadenocarcinoma																								
DOID:3604	2132	ovarian mucinous cystadenocarcinoma																								
DOID:5744	2133	ovary serous adenocarcinoma																								
DOID:6067	2134	ovarian mucinous neoplasm																								
DOID:6405	2135	ovarian papillary cystadenoma																								
DOID:4000	2136	ovary transitional cell carcinoma																								
DOID:7961	2137	cervical non-keratinizing squamous cell carcinoma																								
DOID:7519	2138	endocervical carcinoma																								
DOID:0050940	2139	endocervical adenocarcinoma																								
DOID:2892	2140	exocervical carcinoma																								
DOID:4521	2141	cervix endometrial stromal tumor																								
DOID:3593	2142	epithelioid trophoblastic tumor																								
DOID:7293	2143	mucin-rich endometrial endometrioid adenocarcinoma																								
DOID:3590	2144	gestational trophoblastic neoplasm																								
DOID:5547	2145	pulmonary artery choriocarcinoma																								
DOID:9460	2146	uterine corpus cancer																								
DOID:7437	2147	uterus perivascular epithelioid cell tumor																								
DOID:5171	2148	vaginal endometrial stromal tumor																								
DOID:134	2149	vaginal glandular tumor																								
DOID:0080304	2150	lung mucinous cystadenocarcinoma																								
DOID:8207	2151	hilar lung carcinoma																								
DOID:3908	2152	lung non-small cell carcinoma																								
DOID:0080521	2153	lung non-squamous non-small cell carcinoma																								
DOID:5414	2154	lung occult small cell carcinoma																								
DOID:4003	2155	Schneiderian carcinoma																								
DOID:7684	2156	maxillary sinus adenocarcinoma																								
DOID:7198	2157	maxillary sinus adenoid cystic carcinoma																								
DOID:11920	2158	tracheal cancer																								
DOID:12003	2159	trachea squamous cell carcinoma																								
DOID:5728	2160	diffuse peritoneal leiomyomatosis																								
DOID:11887	2161	ureter leiomyoma																								
DOID:2142	2162	urethra leiomyoma																								
DOID:10200	2163	chest wall lipoma																								
DOID:10193	2164	classic type lipoma																								
DOID:10184	2165	spindle cell lipoma																								
DOID:1627	2166	intraductal papilloma																								
DOID:7868	2167	maxillary sinus inverted papilloma																								
DOID:5479	2168	papillary adenofibroma																								
DOID:5475	2169	uterine corpus adenofibroma																								
DOID:12028	2170	Conn's syndrome																								
DOID:0050891	2171	adrenal cortical adenoma																								
DOID:2634	2172	cystadenoma																								
DOID:745	2173	epididymis adenomatoid tumor																								
DOID:5196	2174	fallopian tube adenomatoid tumor																								
DOID:7609	2175	parathyroid transitional clear cell adenoma																								
DOID:6275	2176	TSH producing pituitary tumor																								
DOID:6837	2177	rete ovarii adenoma																								
DOID:5643	2178	urethral villous adenoma																								
DOID:1371	2179	uterine corpus adenomatoid tumor																								
DOID:6809	2180	vaginal tubular adenoma																								
DOID:2609	2181	adenomyoma																								
DOID:3314	2182	angiomyolipoma																								
DOID:3318	2183	epithelioid type angiomyolipoma																								
DOID:2649	2184	chondroblastoma																								
DOID:4305	2185	bone giant cell tumor																								
DOID:0080366	2186	desmoid tumor																								
DOID:6065	2187	urinary tract non-invasive transitional cell neoplasm																								
DOID:4321	2188	large cell acanthoma																								
DOID:0060085	2189	organ system benign neoplasm																								
DOID:60009	2190	pituitary gland benign neoplasm																								
DOID:5155	2191	multiple mucosal neuroma																								
DOID:6484	2192	mediastinal melanocytic neurilemmoma																								
DOID:3206	2193	plexiform schwannoma																								
DOID:0080619	2194	auditory system benign neoplasm																								
DOID:0050622	2195	reproductive organ benign neoplasm																								
DOID:0060112	2196	ovarian benign neoplasm																								
DOID:4895	2197	rete ovarii benign neoplasm																								
DOID:13957	2198	uterine corpus lipoleiomyoma																								
DOID:5726	2199	uterine ligament papillary cystadenoma associated with von Hippel-Lindau disease																								
DOID:133	2200	vaginal Mullerian papilloma																								
DOID:137	2201	vaginal squamous papilloma																								
DOID:3855	2202	seminal vesicle tumor																								
DOID:0080371	2203	testicular sex cord-stromal benign neoplasm																								
DOID:10183	2204	endobronchial lipoma																								
DOID:7105	2205	epiglottis neoplasm																								
DOID:3683	2206	lung benign neoplasm																								
DOID:5767	2207	hilar lung neoplasm																								
DOID:1361	2208	frontal sinus benign neoplasm																								
DOID:9504	2209	benign mammary dysplasia																								
DOID:8310	2210	sclerosing adenosis of breast																								
DOID:7511	2211	breast intraductal papillomatosis																								
DOID:731	2212	urinary system benign neoplasm																								
DOID:5429	2213	bladder flat intraepithelial lesion																								
DOID:7762	2214	childhood multilocular cystic kidney neoplasm																								
DOID:5975	2215	renal pelvis papillary tumor																								
DOID:5287	2216	kidney leiomyosarcoma																								
DOID:4467	2217	clear cell renal cell carcinoma																								
DOID:4938	2218	ureter adenocarcinoma																								
DOID:734	2219	urethra cancer																								
DOID:8223	2220	penile urethral cancer																								
DOID:4007	2221	bladder carcinoma																								
DOID:7315	2222	Jewett-Marshall bladder cancer																								
DOID:6571	2223	non-invasive bladder urothelial carcinoma																								
DOID:11820	2224	bladder dome cancer																								
DOID:11812	2225	bladder sarcoma																								
DOID:11814	2226	urinary bladder anterior wall cancer																								
DOID:9053	2227	bladder carcinoma in situ																								
DOID:9011	2228	larynx carcinoma in situ																								
DOID:3449	2229	penis carcinoma																								
DOID:10289	2230	prostate malignant phyllodes tumor																								
DOID:7152	2231	prostate stromal sarcoma																								
DOID:14544	2232	rete testis adenocarcinoma																								
DOID:6162	2233	childhood embryonal testis carcinoma																								
DOID:12276	2234	malignant tumor of undescended testis																								
DOID:5834	2235	spermatocytoma																								
DOID:4086	2236	testicular germ cell tumor non-seminomatous																								
DOID:6474	2237	childhood teratocarcinoma of the testis																								
DOID:7097	2238	macrocystic pattern testicular yolk sac tumor																								
DOID:2696	2239	Leydig cell tumor																								
DOID:4766	2240	embryoma																								
DOID:3964	2241	trabecular follicular adenocarcinoma																								
DOID:3968	2242	papillary follicular thyroid adenocarcinoma																								
DOID:5348	2243	adult endodermal sinus tumor																								
DOID:3305	2244	teratocarcinoma																								
DOID:3306	2245	mixed germ cell cancer																								
DOID:8149	2246	malignant childhood germ cell neoplasm																								
DOID:7379	2247	adrenal medulla carcinoma																								
DOID:6846	2248	familial melanoma																								
DOID:8303	2249	congenital granular cell tumor																								
DOID:0080372	2250	epithelioid inflammatory myofibroblastic sarcoma																								
DOID:5520	2251	head and neck squamous cell carcinoma																								
DOID:5088	2252	mixed epithelial stromal tumour																								
DOID:1907	2253	malignant fibrous histiocytoma																								
DOID:7615	2254	sarcomatosis																								
DOID:176	2255	cardiovascular cancer																								
DOID:175	2256	vascular cancer																								
DOID:4525	2257	mediastinum angiosarcoma																								
DOID:4522	2258	superior vena cava angiosarcoma																								
DOID:5236	2259	subungual glomus tumor																								
DOID:660	2260	adrenal cortex cancer																								
DOID:6648	2261	adult pineoblastoma																								
DOID:1785	2262	pituitary cancer																								
DOID:4830	2263	adenosquamous carcinoma																								
DOID:3963	2264	thyroid gland carcinoma																								
DOID:4385	2265	papillary squamous carcinoma																								
DOID:4014	2266	sarcomatoid transitional cell carcinoma																								
DOID:0060688	2267	arteriovenous malformations of the brain																								
DOID:275	2268	gastric hemangioma																								
DOID:271	2269	hemangioma of liver																								
DOID:8331	2270	perineural angioma																								
DOID:8274	2271	synovial angioma																								
DOID:5741	2272	pancreatic vasoactive intestinal peptide producing tumor																								
DOID:7574	2273	pancreatic intraductal papillary-colloid carcinoma																								
DOID:0080323	2274	pancreatic squamous cell carcinoma																								
DOID:0060079	2275	Her2-receptor positive breast cancer																								
DOID:3459	2276	breast carcinoma																								
DOID:4922	2277	breast secretory carcinoma																								
DOID:7537	2278	breast cystic hypersecretory carcinoma																								
DOID:6585	2279	oncocytic breast carcinoma																								
DOID:3007	2280	breast ductal carcinoma																								
DOID:6629	2281	nipple carcinoma																								
DOID:8029	2282	sporadic breast cancer																								
DOID:5370	2283	breast hemangiopericytoma																								
DOID:0060076	2284	estrogen-receptor negative breast cancer																								
DOID:0060075	2285	estrogen-receptor positive breast cancer																								
DOID:1649	2286	female breast lower-inner quadrant cancer																								
DOID:4364	2287	malignant breast melanoma																								
DOID:2436	2288	glomangioma																								
DOID:6906	2289	glomangiomatosis																								
DOID:3693	2290	ampulla of Vater mucinous adenocarcinoma																								
DOID:7959	2291	duodenal gastrinoma																								
DOID:7479	2292	duodenal somatostatinoma																								
DOID:10816	2293	duodenum adenocarcinoma																								
DOID:10152	2294	Meckel's diverticulum cancer																								
DOID:13499	2295	jejunal cancer																								
DOID:0050925	2296	small intestine carcinoid neuroendocrine tumor																								
DOID:4907	2297	small intestine carcinoma																								
DOID:5271	2298	small intestine leiomyosarcoma																								
DOID:13996	2299	small intestine lymphoma																								
DOID:9149	2300	hard palate cancer																								
DOID:1791	2301	peritoneal carcinoma																								
DOID:8969	2302	tonsillar fossa cancer																								
DOID:8419	2303	colloid adenoma																								
DOID:10087	2304	gastric leiomyoma																								
DOID:4608	2305	common bile duct neoplasm																								
DOID:917	2306	liver leiomyoma																								
DOID:4551	2307	anus benign neoplasm																								
DOID:11240	2308	appendiceal neoplasm																								
DOID:1517	2309	cecal benign neoplasm																								
DOID:7505	2310	small intestine benign neoplasm																								
DOID:3218	2311	jejunal neoplasm																								
DOID:7735	2312	pancreatic colloid cystadenoma																								
DOID:7051	2313	esophageal basaloid squamous cell carcinoma																								
DOID:3747	2314	esophagus verrucous carcinoma																								
DOID:5784	2315	esophageal neuroendocrine tumor																								
DOID:0050626	2316	gastrointestinal neuroendocrine tumor																								
DOID:4927	2317	Klatskin's tumor																								
DOID:3494	2318	bile duct signet ring cell carcinoma																								
DOID:5627	2319	adenosquamous gallbladder carcinoma																								
DOID:5275	2320	gallbladder leiomyosarcoma																								
DOID:0080182	2321	mixed fibrolamellar hepatocellular carcinoma																								
DOID:8022	2322	liver fibrosarcoma																								
DOID:3607	2323	appendix mucinous cystadenocarcinoma																								
DOID:7174	2324	anus basaloid carcinoma																								
DOID:7173	2325	cloacogenic carcinoma																								
DOID:3446	2326	anal Paget's disease																								
DOID:4067	2327	anus sarcoma																								
DOID:1519	2328	cecum carcinoma																								
DOID:1522	2329	cecum lymphoma																								
DOID:3029	2330	colon mucinous adenocarcinoma																								
DOID:6727	2331	colon small cell carcinoma																								
DOID:12192	2332	sigmoid colon cancer																								
DOID:8552	2333	chronic myeloid leukemia																								
DOID:0080149	2334	adult acute monocytic leukemia																								
DOID:8696	2335	subacute monocytic leukemia																								
DOID:0080649	2336	B-lymphoblastic leukemia/lymphoma with TCF3-PBX1																								
DOID:8838	2337	Hodgkin's lymphoma, nodular sclerosis																								
DOID:3234	2338	central nervous system lymphoma																								
DOID:5280	2339	gastric leiomyosarcoma																								
DOID:10536	2340	malignant gastric granular cell tumor																								
DOID:0050908	2341	myelodysplastic syndrome																								
DOID:9541	2342	osteosclerotic myeloma																								
DOID:9544	2343	refractory plasma cell neoplasm																								
DOID:0050458	2344	juvenile myelomonocytic leukemia																								
DOID:2224	2345	essential thrombocythemia																								
DOID:8997	2346	polycythemia vera																								
DOID:6262	2347	follicular dendritic cell sarcoma																								
DOID:6003	2348	aleukemic leukemia cutis																								
DOID:1036	2349	chronic leukemia																								
DOID:7181	2350	benign dermal neurilemmoma																								
DOID:2411	2351	granular cell tumor																								
DOID:5375	2352	hair follicle neoplasm																								
DOID:2410	2353	skin granular cell tumor																								
DOID:2078	2354	chondroid syringoma of the vulva																								
DOID:13389	2355	labia majora carcinoma																								
DOID:4286	2356	sebaceous basal cell carcinoma																								
DOID:0080147	2357	lymphoblastic lymphoma																								
DOID:5821	2358	methotrexate-associated lymphoproliferation																								
DOID:10813	2359	nasal cavity lymphoma																								
DOID:3723	2360	solitary plasmacytoma of chest wall																								
DOID:0050743	2361	mature T-cell and NK-cell lymphoma																								
DOID:1355	2362	paranasal sinus lymphoma																								
DOID:774	2363	retina lymphoma																								
DOID:3666	2364	cutaneous solitary mastocytoma																								
DOID:13005	2365	intra-abdominal lymph node mast cell malignancy																								
DOID:10619	2366	lymph node cancer																								
DOID:8538	2367	reticulosarcoma																								
DOID:4334	2368	splenic manifestation of prolymphocytic leukemia																								
DOID:4923	2369	thymus adenocarcinoma																								
DOID:6723	2370	malignant type AB thymoma																								
DOID:3279	2371	spindle cell thymoma																								
DOID:3774	2372	chordoid glioma																								
DOID:4153	2373	spinal chordoma																								
DOID:0050900	2374	sacrum chordoma																								
DOID:3259	2375	orbit rhabdomyosarcoma																								
DOID:7713	2376	tuberculum sellae meningioma																								
DOID:6209	2377	malignant mediastinum hemangiopericytoma																								
DOID:4293	2378	clear cell basal cell carcinoma																								
DOID:4279	2379	infundibulocystic basal cell carcinoma																								
DOID:4289	2380	micronodular basal cell carcinoma																								
DOID:7643	2381	acantholytic squamous cell skin carcinoma																								
DOID:5585	2382	Ferguson-Smith tumor																								
DOID:2430	2383	skin glomus tumor																								
DOID:10044	2384	balloon cell malignant melanoma																								
DOID:10040	2385	malignant eyelid melanoma																								
DOID:0070327	2386	melanoma in congenital melanocytic nevus																								
DOID:4517	2387	skin angiosarcoma																								
DOID:4934	2388	apocrine sweat gland cancer																								
DOID:5569	2389	malignant syringoma																								
DOID:5667	2390	sweat gland carcinoma																								
DOID:6322	2391	tibial adamantinoma																								
DOID:4389	2392	soft tissue peripheral neuroepithelioma																								
DOID:6496	2393	extraskeletal myxoid chondrosarcoma																								
DOID:7903	2394	intracranial chondrosarcoma																								
DOID:7602	2395	intracortical osteogenic sarcoma																								
DOID:6951	2396	telangiectatic osteogenic sarcoma																								
DOID:3379	2397	metachronous osteosarcoma of the bone																								
DOID:7497	2398	brain ependymoma																								
DOID:3076	2399	adult astrocytic tumour																								
DOID:3068	2400	glioblastoma multiforme																								
DOID:0050803	2401	glioblastoma classical subtype																								
DOID:3071	2402	gliosarcoma																								
DOID:3078	2403	grade III astrocytoma																								
DOID:5638	2404	malignant giant cell tumor of soft parts																								
DOID:5758	2405	malignant mesenchymoma																								
DOID:5893	2406	childhood malignant mesenchymoma																								
DOID:6786	2407	childhood botryoid rhabdomyosarcoma																								
DOID:6788	2408	vagina botryoid rhabdomyosarcoma																								
DOID:5265	2409	lung leiomyosarcoma																								
DOID:0060106	2410	brain meningioma																								
DOID:2132	2411	brain sarcoma																								
DOID:5703	2412	mixed liposarcoma																								
DOID:5704	2413	sclerosing liposarcoma																								
DOID:8000	2414	frontal convexity meningioma																								
DOID:6113	2415	intracerebral cystic meningioma																								
DOID:3542	2416	adult choroid plexus cancer																								
DOID:3843	2417	diencephalic neoplasm																								
DOID:7430	2418	childhood germ cell brain tumor																								
DOID:6337	2419	cerebellopontine angle meningioma																								
DOID:4707	2420	cervicomedullary junction neoplasm																								
DOID:3861	2421	medullomyoblastoma																								
DOID:4439	2422	central nervous system germ cell tumor																								
DOID:5900	2423	meningeal melanocytoma																								
DOID:7994	2424	central nervous system osteosarcoma																								
DOID:6872	2425	spinal cord primitive neuroectodermal neoplasm																								
DOID:338	2426	cranial nerve neoplasm																								
DOID:8256	2427	olfactory neural tumor																								
DOID:6335	2428	bilateral meningioma of optic nerve																								
DOID:6576	2429	childhood optic nerve glioma																								
DOID:3202	2430	neurilemmoma of the fifth cranial nerve																								
DOID:3421	2431	trochlear nerve neoplasm																								
DOID:12984	2432	vagus nerve neoplasm																								
DOID:6110	2433	jugular foramen meningioma																								
DOID:7212	2434	meningothelial meningioma																								
DOID:3637	2435	childhood spinal cord tumor																								
DOID:3639	2436	spinal cord intramedullary teratoma																								
DOID:4650	2437	bilateral retinoblastoma																								
DOID:4648	2438	familial retinoblastoma																								
DOID:5240	2439	retinal hemangioblastoma																								
DOID:7807	2440	choroid necrotic melanoma																								
DOID:6522	2441	mixed cell uveal melanoma																								
DOID:7808	2442	necrotic uveal melanoma																								
DOID:2621	2443	autonomic nervous system neoplasm																								
DOID:4693	2444	nerve plexus neoplasm																								
DOID:8420	2445	malignant glandular tumor of peripheral nerve sheath																								
DOID:5152	2446	cellular neurofibroma																								
DOID:4893	2447	middle ear carcinoma																								
DOID:6316	2448	Bartholin's gland adenocarcinoma																								
DOID:2098	2449	vulva adenocarcinoma																								
DOID:2097	2450	vulval Paget's disease																								
DOID:7567	2451	vulvar clear cell hidradenocarcinoma																								
DOID:2093	2452	vulvar melanoma																								
DOID:2071	2453	vulvar squamous papilloma																								
DOID:4441	2454	dysgerminoma																								
DOID:8394	2455	adult type testicular granulosa cell tumor																								
DOID:8036	2456	childhood ovarian embryonal carcinoma																								
DOID:7591	2457	gestational ovarian choriocarcinoma																								
DOID:5567	2458	ovarian germ cell teratoma																								
DOID:6315	2459	ovarian solid teratoma																								
DOID:5831	2460	fallopian tube endometrioid adenocarcinoma																								
DOID:5597	2461	fallopian tube papillary adenocarcinoma																								
DOID:5598	2462	fallopian tube serous adenocarcinoma																								
DOID:5540	2463	fallopian tube squamous cell carcinoma																								
DOID:6212	2464	ovarian endometrial cancer																								
DOID:0050933	2465	ovarian serous carcinoma																								
DOID:5304	2466	ovarian clear cell adenocarcinoma																								
DOID:5746	2467	ovarian serous cystadenocarcinoma																								
DOID:6445	2468	ovarian endometrioid malignant adenofibroma																								
DOID:7284	2469	Skene gland carcinoma																								
DOID:4442	2470	cervical alveolar soft part sarcoma																								
DOID:4112	2471	cervical carcinosarcoma																								
DOID:3702	2472	cervical adenocarcinoma																								
DOID:6101	2473	signet ring cell variant cervical mucinous adenocarcinoma																								
DOID:2025	2474	gestational choriocarcinoma																								
DOID:9459	2475	isthmus cancer																								
DOID:136	2476	vaginal carcinosarcoma																								
DOID:1910	2477	vaginal yolk sac tumor																								
DOID:8007	2478	Pancoast tumor																								
DOID:4926	2479	bronchiolo-alveolar adenocarcinoma																								
DOID:7596	2480	asbestos-related lung carcinoma																								
DOID:0050932	2481	lung mucoepidermoid carcinoma																								
DOID:7169	2482	lung occult large cell carcinoma																								
DOID:7696	2483	lung hilum cancer																								
DOID:3752	2484	larynx verrucous carcinoma																								
DOID:7585	2485	subglottis squamous cell carcinoma																								
DOID:7587	2486	supraglottis squamous cell carcinoma																								
DOID:2766	2487	ethmoid sinus adenocarcinoma																								
DOID:10661	2488	mediastinum ganglioneuroblastoma																								
DOID:4050	2489	mediastinum sarcoma																								
DOID:436	2490	posterior mediastinum cancer																								
DOID:127	2491	leiomyoma																								
DOID:13109	2492	bladder leiomyoma																								
DOID:2887	2493	prostate leiomyoma																								
DOID:248	2494	trachea leiomyoma																								
DOID:5917	2495	uterine corpus diffuse leiomyomatosis																								
DOID:5915	2496	uterus intravascular leiomyomatosis																								
DOID:3315	2497	lipoma																								
DOID:3615	2498	infiltrating angiolipoma																								
DOID:6607	2499	nervous system hibernoma																								
DOID:13743	2500	spinal cord lipoma																								
DOID:10206	2501	lipoma of spermatic cord																								
DOID:8225	2502	microscopic breast papilloma																								
DOID:7984	2503	sclerosing breast papilloma																								
DOID:6562	2504	ethmoid sinus inverted papilloma																								
DOID:4630	2505	inverted transitional papilloma																								
DOID:5433	2506	urinary tract papillary transitional cell benign neoplasm																								
DOID:6468	2507	mucinous cystadenofibroma																								
DOID:656	2508	adrenal adenoma																								
DOID:8003	2509	alveoli adenoma																								
DOID:7538	2510	breast ductal adenoma																								
DOID:5390	2511	clear cell adenoma																								
DOID:5386	2512	lung adenoma																								
DOID:5387	2513	middle ear adenoma																								
DOID:3172	2514	papillary adenoma																								
DOID:5394	2515	prolactinoma																								
DOID:6483	2516	rete testis adenoma																								
DOID:5401	2517	water-clear cell adenoma																								
DOID:5500	2518	cellular ependymoma																								
DOID:5075	2519	myxopapillary ependymoma																								
DOID:5078	2520	ganglioglioma																								
DOID:5565	2521	adult teratoma																								
DOID:7079	2522	adult cystic teratoma																								
DOID:3301	2523	gonadoblastoma																								
DOID:6610	2524	bone epithelioid hemangioma																								
DOID:0060098	2525	osteoblastoma																								
DOID:315	2526	synovium neoplasm																								
DOID:3840	2527	craniopharyngioma																								
DOID:4324	2528	acantholytic acanthoma																								
DOID:1786	2529	adrenal rest tumor																								
DOID:5389	2530	oxyphilic adenoma																								
DOID:0060092	2531	immune system organ benign neoplasm																								
DOID:0070003	2532	blastoma																								
DOID:0060463	2533	NUT midline carcinoma																								
DOID:6210	2534	bladder diffuse clear cell adenocarcinoma																								
DOID:6594	2535	bladder colonic type adenocarcinoma																								
DOID:0080320	2536	peripheral nervous system benign neoplasm																								
DOID:7922	2537	benign mediastinal neurilemmoma																								
DOID:7921	2538	benign mediastinal psammomatous neurilemmoma																								
DOID:3196	2539	cellular schwannoma																								
DOID:6564	2540	neurilemmoma of the pleura																								
DOID:6735	2541	schwannoma of jugular foramen																								
DOID:1789	2542	benign peritoneal mesothelioma																								
DOID:0060086	2543	female reproductive organ benign neoplasm																								
DOID:2636	2544	ovarian Brenner tumor																								
DOID:3269	2545	ovarian cystadenoma																								
DOID:5480	2546	ovarian endometrioid adenofibroma																								
DOID:5474	2547	ovarian serous adenofibroma																								
DOID:0060110	2548	cervical benign neoplasm																								
DOID:8178	2549	endometrial type cervical adenomyoma																								
DOID:13223	2550	uterine fibroid																								
DOID:13953	2551	uterine corpus dissecting leiomyoma																								
DOID:0050621	2552	respiratory system benign neoplasm																								
DOID:8002	2553	supraglottis neoplasm																								
DOID:10686	2554	lactocele																								
DOID:6492	2555	breast epithelioid hemangioma																								
DOID:10199	2556	breast lipoma																								
DOID:1634	2557	breast papillomatosis																								
DOID:6641	2558	breast juvenile papillomatosis																								
DOID:6839	2559	breast intraductal proliferative lesion																								
DOID:3003	2560	nipple benign neoplasm																								
DOID:3996	2561	urinary system cancer																								
DOID:263	2562	kidney cancer																								
DOID:4773	2563	congenital mesoblastic nephroma																								
